Date,Opening,User,Rating_dif,winner
2/15/21,C20,5,81,0
2/16/21,D02,5,100,0
2/16/21,D02,5,8,1
2/16/21,C20,5,8,1
2/13/21,D00,5,0,1
2/17/21,A40,5,17,1
2/17/21,B02,5,74,1
2/17/21,A00,5,102,1
2/17/21,D00,5,8,1
2/17/21,A00,5,38,0
2/17/21,B00,5,37,0
2/17/21,D00,5,96,1
2/18/21,C42,5,60,0
2/18/21,A40,5,190,0
2/18/21,A40,5,94,1
2/18/21,C42,5,110,0
2/18/21,D00,5,60,0
2/16/21,C42,5,215,0
2/18/21,A80,5,166,0
2/18/21,D00,5,29,0
2/19/21,C20,5,71,1
2/19/21,D00,5,43,0
2/18/21,C43,5,154,0
2/18/21,D00,5,520,0
2/19/21,A06,5,58,0
2/17/21,C47,5,626,0
2/21/21,C42,5,9,0
2/22/21,A00,5,28,0
2/22/21,A46,5,81,0
2/22/21,C20,5,87,0
2/22/21,A04,5,42,1
2/22/21,A00,5,12,0
2/22/21,A41,5,3,1
2/22/21,C23,5,14,0
2/22/21,C44,5,11,1
2/22/21,A00,5,59,1
2/22/21,A00,5,40,0
2/23/21,A30,5,64,1
2/23/21,C20,5,11,1
2/23/21,C25,5,35,0
2/23/21,D02,5,45,1
2/24/21,C20,5,64,1
2/24/21,C20,5,9,1
2/24/21,D00,5,16,0
2/20/21,A40,5,136,0
2/24/21,A40,5,33,0
2/24/21,C20,5,20,0
2/24/21,D02,5,5,0
2/25/21,C42,5,27,0
2/21/21,A04,5,115,1
2/25/21,C42,5,28,1
2/25/21,A06,5,30,0
2/25/21,A00,5,44,0
2/25/21,A04,5,58,0
2/25/21,A00,5,72,0
2/26/21,C26,5,72,0
2/26/21,A00,5,82,0
2/26/21,A00,5,16,0
2/26/21,B00,5,24,1
2/26/21,D00,5,42,0
2/26/21,C26,5,96,0
2/26/21,C20,5,17,0
2/26/21,C64,5,245,0
2/26/21,C20,5,308,0
2/26/21,D00,1,655,1
2/26/21,A02,5,335,0
2/27/21,C30,5,21,1
3/1/21,D00,5,5,1
3/1/21,A00,5,73,0
3/1/21,C21,5,20,0
3/2/21,A00,5,46,1
3/2/21,A02,5,37,1
3/2/21,D02,5,24,1
3/2/21,A04,5,42,0
3/3/21,A00,5,56,1
3/3/21,D02,5,16,0
3/3/21,A15,5,73,0
2/26/21,C20,5,492,0
2/25/21,C20,5,157,0
2/27/21,A00,5,341,0
3/1/21,B00,5,350,0
3/4/21,A30,5,6,1
3/4/21,D00,5,40,0
3/4/21,A40,5,47,1
3/4/21,A00,5,30,1
3/4/21,D02,5,380,0
3/5/21,D00,5,291,0
3/9/21,B00,5,16,1
3/9/21,C44,5,123,0
3/9/21,B10,5,26,0
3/10/21,C23,5,25,1
3/10/21,C25,5,5,0
3/10/21,C46,5,6,0
3/9/21,C20,5,192,1
3/13/21,C25,5,35,0
3/13/21,C20,5,11,1
3/13/21,A41,5,4,0
3/13/21,D00,5,65,0
3/13/21,B20,5,59,0
3/13/21,A00,5,114,0
3/13/21,C47,5,37,0
3/13/21,C21,5,16,1
3/13/21,A41,5,37,1
3/13/21,C45,5,104,1
3/13/21,C20,5,63,0
3/13/21,A80,5,41,0
3/13/21,A30,5,19,1
3/13/21,D02,5,38,0
3/13/21,C23,5,17,1
3/13/21,D02,5,44,1
3/13/21,B00,5,55,0
3/13/21,C20,5,97,1
3/13/21,C00,5,2,1
3/14/21,C42,5,41,0
3/14/21,A40,5,153,1
3/14/21,C42,5,77,0
3/14/21,C42,5,18,0
3/14/21,C20,5,24,0
3/14/21,D00,5,69,0
3/14/21,D00,5,39,0
3/15/21,D00,5,45,0
3/16/21,A41,5,29,1
3/16/21,A40,5,39,1
3/5/21,D02,5,432,0
3/16/21,B01,5,3,0
3/16/21,C45,5,20,1
3/16/21,C42,5,31,0
3/17/21,C42,5,14,1
3/17/21,C25,5,54,0
3/17/21,C21,5,14,0
3/17/21,C20,5,135,0
3/17/21,A00,5,83,1
3/17/21,C42,5,115,1
3/17/21,A00,5,119,1
3/17/21,D02,5,1,0
3/17/21,D05,5,89,0
3/17/21,A00,5,39,0
3/17/21,D02,5,51,0
3/17/21,C20,5,18,1
3/17/21,C46,5,44,0
3/17/21,C42,5,6,0
3/17/21,B00,5,1,0
3/17/21,C20,5,79,0
3/17/21,B00,5,59,0
3/17/21,C42,5,57,0
3/17/21,A02,5,36,1
3/17/21,C41,5,44,1
3/17/21,D00,5,7,1
3/17/21,A40,5,57,1
3/17/21,C46,5,6,0
3/17/21,D00,5,24,0
3/17/21,C20,5,47,0
3/17/21,B23,5,33,1
3/17/21,A00,5,44,0
3/17/21,C42,5,35,0
3/17/21,D00,5,1,0
3/17/21,A41,5,143,0
3/17/21,D00,5,96,1
3/17/21,C44,5,30,1
3/17/21,A40,5,1,0
3/17/21,A40,5,102,1
3/17/21,D02,5,12,1
3/17/21,D02,5,38,1
3/18/21,B00,5,126,1
3/18/21,C20,5,23,0
3/18/21,C44,5,5,1
3/18/21,D06,5,36,0
3/18/21,A40,5,81,0
3/18/21,D02,5,34,0
3/18/21,C20,5,105,1
3/18/21,D00,5,5,1
3/19/21,B07,5,61,1
3/19/21,C42,5,50,1
3/19/21,C42,5,10,1
3/19/21,C42,5,73,1
3/18/21,C46,5,223,0
3/17/21,C42,5,76,1
3/20/21,C25,5,51,0
3/20/21,C25,5,31,0
3/20/21,C42,5,46,0
3/20/21,B02,5,25,0
3/20/21,C23,5,40,1
3/20/21,C47,5,42,1
3/20/21,A00,5,1,1
3/21/21,A00,5,94,0
3/21/21,D00,5,60,1
3/21/21,C25,5,9,1
3/21/21,C24,5,115,1
3/21/21,C46,5,32,1
3/21/21,C20,5,55,0
3/21/21,C26,5,22,1
3/22/21,B07,5,12,0
3/22/21,C42,5,43,0
3/22/21,C21,5,48,0
3/22/21,B02,5,96,1
3/22/21,C45,5,20,1
3/22/21,B07,5,26,1
3/22/21,C47,5,60,0
3/23/21,A04,5,97,1
3/23/21,C25,5,50,1
3/23/21,A00,5,3,0
3/23/21,C00,5,35,1
3/23/21,A45,5,49,1
3/23/21,A00,5,56,0
3/23/21,A00,5,132,0
3/23/21,C42,5,97,1
3/23/21,B07,5,53,0
3/23/21,C20,5,54,0
3/23/21,B00,5,61,1
3/23/21,A00,5,45,1
3/23/21,C20,5,40,1
3/23/21,C46,5,37,1
3/23/21,C47,5,15,0
3/23/21,C20,5,12,0
3/23/21,D00,5,30,1
3/23/21,C42,5,1,1
3/23/21,C41,5,28,0
3/23/21,B20,5,96,0
3/23/21,D00,5,5,1
3/23/21,B07,5,11,0
3/23/21,D00,5,27,0
3/18/21,C25,5,100,1
3/23/21,D06,5,25,1
3/23/21,D08,5,13,1
3/23/21,A40,5,73,0
3/23/21,C25,5,58,1
3/23/21,D00,5,141,1
3/24/21,B07,5,4,0
3/20/21,C20,5,30,0
3/24/21,B02,5,0,0
3/24/21,C46,5,4,1
3/24/21,D20,5,62,1
3/23/21,C46,5,263,0
3/24/21,B07,5,33,0
3/24/21,C46,5,44,1
3/24/21,C45,5,73,1
3/24/21,C30,5,54,1
3/24/21,B00,5,24,1
3/24/21,C44,5,31,0
3/24/21,C43,5,45,0
3/24/21,C23,5,7,0
3/25/21,C25,5,0,0
3/25/21,D00,5,47,1
3/25/21,D02,5,1,0
3/25/21,C00,5,22,1
3/25/21,B07,5,10,0
3/25/21,B07,5,22,0
3/25/21,D00,5,124,0
3/25/21,B01,5,33,1
3/25/21,C23,5,88,0
3/26/21,B07,5,68,1
3/26/21,C57,5,76,0
3/26/21,C00,5,35,1
3/26/21,C20,5,7,1
3/26/21,C47,5,6,0
3/26/21,C47,5,26,0
3/26/21,D00,5,26,0
3/26/21,D31,5,22,0
3/26/21,D00,5,4,1
3/26/21,D02,5,20,0
3/26/21,D00,5,36,0
3/27/21,D00,5,12,1
3/27/21,C20,5,83,0
3/27/21,B07,5,3,1
3/27/21,C20,5,78,0
3/27/21,A00,5,121,1
3/27/21,A10,5,45,1
3/27/21,C30,5,88,0
3/27/21,A40,5,100,0
3/27/21,B01,5,94,0
3/27/21,A40,5,88,1
3/27/21,C20,5,48,0
3/27/21,A40,5,86,0
3/27/21,C20,5,66,1
3/27/21,C20,5,18,1
3/27/21,B00,5,49,0
3/27/21,C42,5,24,1
3/27/21,C66,5,112,0
3/27/21,C00,5,51,0
3/28/21,C40,5,105,0
3/28/21,D00,5,79,0
3/28/21,C47,5,18,1
3/28/21,D02,5,12,0
3/28/21,C47,5,62,0
3/28/21,C23,5,89,0
3/28/21,D00,5,44,0
3/28/21,C25,5,7,1
3/28/21,C50,5,40,1
3/28/21,B10,5,4,1
3/28/21,C46,5,86,0
3/28/21,D00,5,115,0
3/28/21,D00,5,106,1
3/29/21,C40,5,62,1
3/29/21,A00,5,5,0
3/29/21,A05,5,72,1
3/29/21,C42,5,79,1
3/29/21,A00,5,39,0
3/29/21,B07,5,36,1
3/29/21,D00,5,100,0
3/29/21,A00,5,60,1
3/29/21,C20,5,31,0
3/29/21,D02,5,98,0
3/29/21,A40,5,39,1
3/29/21,C20,5,5,1
3/29/21,D31,5,93,0
3/29/21,B20,5,34,0
3/29/21,C20,5,39,0
3/29/21,A00,5,18,1
3/29/21,C23,5,68,1
3/29/21,A00,5,23,0
3/29/21,B00,5,44,0
3/29/21,C55,5,51,1
3/30/21,B06,5,124,0
3/30/21,B02,5,27,0
3/30/21,D35,5,31,1
3/30/21,D00,5,29,0
3/30/21,C20,5,144,0
3/30/21,B00,5,7,0
3/30/21,A00,5,11,0
3/30/21,C20,5,129,0
3/30/21,A40,5,32,1
3/30/21,B23,5,55,0
3/30/21,C20,5,7,0
3/30/21,A00,5,70,1
3/30/21,C46,5,64,1
3/30/21,C20,5,78,1
3/30/21,C42,5,57,1
3/30/21,C25,5,56,0
3/30/21,A00,5,8,1
3/30/21,C42,5,75,1
3/30/21,D00,5,116,1
3/30/21,B20,5,63,1
3/30/21,C48,5,37,0
3/30/21,C50,5,25,0
3/30/21,C46,5,20,0
3/30/21,C25,5,9,0
3/30/21,A00,5,48,0
3/30/21,C20,5,39,0
3/30/21,B00,5,93,0
3/30/21,C40,5,79,0
3/30/21,C20,5,95,1
3/30/21,A00,5,134,0
3/30/21,D00,5,137,0
3/30/21,A04,5,28,1
3/30/21,A00,5,140,1
3/30/21,C47,5,38,1
3/30/21,B23,5,134,1
3/30/21,A02,5,4,1
3/30/21,A00,5,23,1
3/30/21,A06,5,24,1
3/30/21,C26,5,28,0
3/30/21,C25,5,11,1
3/30/21,C47,5,97,1
3/30/21,C45,5,55,1
3/30/21,D00,5,2,0
3/30/21,C25,5,31,1
3/30/21,C42,5,4,0
3/24/21,A40,5,65,0
3/30/21,B02,5,17,0
3/30/21,B01,5,52,0
3/30/21,B02,5,99,1
3/30/21,A00,5,17,0
3/30/21,A00,5,138,0
3/30/21,D00,5,2,1
3/30/21,B00,5,19,0
3/30/21,B00,5,92,1
3/30/21,C20,5,65,1
3/30/21,C25,5,59,1
3/31/21,D06,5,42,0
3/31/21,C47,5,60,1
3/31/21,C25,5,76,1
3/31/21,C46,5,123,0
3/31/21,C42,5,23,1
3/31/21,B01,5,1,1
3/31/21,A00,5,16,1
3/31/21,C46,5,6,0
3/31/21,D00,5,56,0
3/31/21,D02,5,3,0
3/31/21,A00,5,42,0
3/31/21,A00,5,98,0
3/31/21,C25,5,135,0
3/31/21,A00,5,56,1
3/31/21,A46,5,104,1
3/31/21,A00,5,48,0
3/31/21,D00,5,29,1
3/31/21,B02,5,10,0
3/31/21,C20,5,0,0
3/31/21,C46,5,50,0
3/31/21,C25,5,26,0
3/31/21,A00,5,78,1
3/31/21,A00,5,13,1
3/31/21,C25,5,26,0
3/31/21,C25,5,11,0
3/31/21,A00,5,81,1
3/31/21,D00,5,32,0
3/31/21,C46,5,97,0
3/31/21,C25,5,74,1
3/31/21,A00,5,2,0
3/31/21,D10,5,143,0
3/31/21,C26,5,49,0
3/31/21,A00,5,52,0
3/31/21,C28,5,48,0
3/31/21,A46,5,45,0
3/31/21,B01,5,61,1
3/31/21,C23,5,48,0
4/1/21,C20,5,113,0
4/1/21,C20,5,141,0
4/1/21,A40,5,14,0
4/1/21,C23,5,62,1
4/2/21,A40,5,26,0
4/2/21,C20,5,10,1
4/2/21,C25,5,98,1
4/2/21,B07,1,151,1
4/3/21,A00,5,49,1
4/3/21,B01,5,112,0
4/3/21,B01,5,76,0
4/3/21,C42,5,83,0
4/3/21,C26,5,61,1
4/3/21,C26,1,313,1
3/30/21,C20,5,75,1
4/4/21,C20,5,5,0
4/4/21,D00,5,57,1
4/4/21,D02,5,39,1
4/4/21,A04,5,46,1
4/4/21,A40,5,63,1
4/4/21,B02,5,79,0
4/4/21,C00,5,33,1
4/4/21,A00,5,40,1
4/4/21,C42,5,12,1
4/4/21,B00,5,68,0
4/5/21,C55,5,151,0
4/5/21,A00,5,24,1
4/6/21,D00,5,8,1
4/6/21,D02,5,36,0
4/6/21,D00,5,47,0
4/6/21,B01,5,67,0
4/6/21,A00,5,86,0
4/6/21,C20,5,45,1
4/6/21,A00,5,60,1
4/6/21,B00,5,27,1
4/6/21,A04,5,35,1
4/6/21,C25,5,23,1
4/6/21,B00,5,4,1
4/6/21,B00,5,31,0
4/6/21,B00,5,6,0
4/6/21,C00,5,61,0
4/6/21,B00,5,5,0
4/6/21,B00,5,76,1
4/6/21,A00,5,80,0
4/6/21,A06,5,8,1
4/6/21,A46,5,145,0
4/6/21,B00,5,30,1
4/6/21,A00,5,69,1
4/6/21,A45,5,106,0
4/6/21,B00,5,95,1
4/6/21,B00,5,70,1
4/6/21,A00,5,24,1
4/6/21,A04,5,107,1
4/6/21,D00,5,11,0
4/6/21,C25,5,59,0
4/6/21,B00,5,63,1
4/6/21,A06,5,73,1
4/6/21,B00,5,30,0
4/7/21,A04,5,95,0
4/7/21,C55,5,52,1
4/7/21,D02,5,10,1
4/7/21,C65,5,125,0
4/7/21,A04,5,135,0
4/7/21,A00,5,16,1
4/7/21,B00,5,58,1
4/7/21,A00,5,34,1
4/4/21,D02,5,9,1
4/7/21,C46,5,79,1
4/7/21,A45,5,40,1
4/7/21,B00,5,18,1
4/7/21,A50,5,80,0
4/7/21,A04,5,10,1
4/7/21,A00,5,4,1
4/7/21,A04,5,58,0
4/7/21,A46,5,9,1
4/7/21,C45,5,117,1
4/7/21,A46,5,73,1
4/7/21,A06,5,105,0
4/7/21,A06,5,18,1
4/8/21,A06,5,13,0
4/8/21,B00,5,2,1
4/8/21,B00,5,137,0
4/8/21,B00,5,26,1
4/8/21,A00,5,104,0
4/8/21,A06,5,145,0
4/8/21,B00,5,159,0
4/8/21,A40,5,27,0
4/9/21,B00,5,15,0
4/9/21,A04,5,28,1
4/9/21,A04,5,41,1
4/9/21,B00,5,17,1
4/10/21,A04,5,188,1
4/10/21,B00,5,133,0
4/10/21,B00,5,22,0
4/10/21,C25,5,4,0
4/10/21,B00,5,20,1
4/12/21,C44,5,18,0
4/12/21,B00,5,88,0
4/13/21,A06,5,91,0
4/13/21,A40,5,4,0
4/13/21,A00,5,56,0
4/13/21,C44,5,70,0
4/13/21,A06,5,34,0
4/13/21,A40,5,28,1
4/13/21,A04,5,58,0
4/13/21,C24,5,19,1
4/13/21,D06,5,2,0
4/13/21,B00,5,49,1
4/13/21,A00,5,4,1
4/13/21,A40,5,19,1
4/13/21,D02,5,9,0
4/13/21,B00,5,68,0
4/13/21,B00,5,66,1
4/14/21,A00,5,68,1
4/14/21,B00,5,19,1
4/14/21,A00,5,56,0
4/14/21,A00,5,13,1
4/14/21,D06,5,7,1
4/14/21,A04,5,10,0
4/14/21,B00,5,106,0
4/14/21,A04,5,119,1
4/14/21,A46,5,46,1
4/14/21,D02,5,63,0
4/14/21,A40,5,20,0
4/14/21,A04,5,51,0
4/14/21,C45,5,11,1
4/14/21,A06,5,107,0
4/14/21,A46,5,5,1
4/14/21,B00,5,50,0
4/14/21,A45,5,20,1
4/14/21,A00,5,44,1
4/14/21,A04,5,10,0
4/14/21,C26,5,7,1
4/14/21,C40,5,21,0
4/14/21,A45,5,27,0
4/14/21,A45,5,19,0
4/14/21,D02,5,48,0
4/14/21,A45,5,5,1
4/14/21,A04,5,38,0
4/14/21,A00,5,124,0
4/14/21,B02,5,47,0
4/14/21,B00,5,75,0
4/15/21,D02,5,59,0
4/15/21,A45,5,3,0
4/15/21,A00,5,125,0
4/15/21,A00,5,21,0
4/15/21,A04,5,37,0
4/15/21,A04,5,2,0
4/15/21,B00,5,14,0
4/15/21,D00,5,7,0
4/15/21,A45,5,81,1
4/15/21,A04,5,14,1
4/15/21,A06,5,1,0
4/15/21,D02,5,41,1
4/15/21,C25,5,44,0
4/15/21,A04,5,109,0
4/16/21,C46,5,25,1
4/16/21,D02,5,93,1
4/16/21,C20,5,89,0
4/16/21,C55,5,7,1
4/16/21,C40,5,102,1
4/16/21,B07,5,22,0
4/16/21,C42,5,1,1
4/16/21,A06,5,77,1
4/16/21,A04,5,73,0
4/16/21,D02,5,52,0
4/16/21,D02,5,16,0
4/16/21,C25,5,9,1
4/16/21,D00,5,29,0
4/16/21,D00,5,7,1
4/16/21,D00,5,13,1
4/16/21,A00,5,36,0
4/16/21,C20,5,39,1
4/16/21,B02,5,62,1
4/16/21,A00,5,45,1
4/16/21,B00,5,29,1
4/16/21,A00,5,28,1
4/16/21,B00,5,30,1
4/16/21,C20,5,21,0
4/16/21,D02,5,52,1
4/16/21,D02,5,5,0
4/17/21,C46,5,8,1
4/17/21,C40,5,155,1
4/17/21,A02,5,2,0
4/17/21,C26,5,44,1
4/17/21,D00,5,19,1
4/17/21,C00,5,22,1
4/17/21,B02,5,73,0
4/17/21,C00,5,143,0
4/17/21,A04,5,11,1
4/17/21,C20,5,121,0
4/17/21,A00,5,102,1
4/17/21,C43,5,39,0
4/17/21,A46,5,86,1
4/17/21,D02,5,70,0
4/17/21,C40,5,74,1
4/17/21,B07,5,31,0
4/17/21,A40,5,45,0
4/17/21,C45,5,37,0
4/17/21,C00,5,46,1
4/17/21,D02,5,28,1
4/17/21,C23,5,33,0
4/17/21,D02,5,50,0
4/17/21,C20,5,38,1
4/17/21,C45,5,35,1
4/17/21,A00,5,19,0
4/17/21,A40,5,45,0
4/17/21,D00,5,14,0
4/17/21,A40,5,41,1
4/17/21,C47,5,8,1
4/18/21,C30,5,11,1
4/18/21,C47,5,11,1
4/18/21,A40,5,28,1
4/18/21,A04,5,37,0
4/18/21,C40,5,45,1
4/18/21,C20,5,12,1
4/18/21,A40,5,5,1
4/18/21,C20,5,42,0
4/18/21,D02,5,23,0
4/18/21,A40,5,54,0
4/18/21,A04,5,61,0
4/18/21,C55,5,21,0
4/18/21,A41,5,122,0
4/18/21,C25,5,109,0
4/18/21,C00,5,20,0
4/18/21,D00,5,60,1
4/19/21,D02,5,114,1
4/19/21,C25,5,8,0
4/19/21,C20,5,31,1
4/19/21,B23,5,38,0
4/19/21,A00,5,110,0
4/20/21,A04,5,67,0
4/20/21,D00,5,16,1
4/20/21,D00,5,5,0
4/20/21,A06,5,24,1
4/20/21,C55,5,32,1
4/20/21,A40,5,39,1
4/20/21,A04,5,110,0
4/20/21,C20,5,97,1
4/20/21,B07,5,150,1
4/20/21,C20,5,104,1
4/20/21,A40,5,29,0
4/20/21,A00,5,128,0
4/20/21,A41,5,38,1
4/20/21,C42,5,126,0
4/20/21,C30,5,9,0
4/20/21,A00,5,9,0
4/20/21,B01,5,15,0
4/20/21,D00,5,47,1
4/20/21,C47,5,20,1
4/20/21,C25,5,58,0
4/20/21,A00,5,43,0
4/20/21,A40,5,14,1
4/20/21,A00,5,92,0
4/20/21,C46,5,17,1
4/20/21,A00,5,102,1
4/21/21,C46,5,5,1
4/21/21,C44,5,37,0
4/21/21,C25,5,5,1
4/21/21,C46,5,37,1
4/21/21,C30,5,69,0
4/21/21,D02,5,96,1
4/21/21,D30,5,77,1
4/21/21,C42,5,58,0
4/21/21,B02,5,30,0
4/21/21,A05,5,60,0
4/21/21,C47,5,122,1
4/21/21,A40,5,74,0
4/21/21,A06,5,4,1
4/21/21,C55,5,21,1
4/21/21,C55,5,35,0
4/21/21,C20,5,64,1
4/21/21,A41,5,37,1
4/21/21,D00,5,149,0
4/21/21,C45,5,69,1
4/21/21,D02,5,71,0
4/21/21,C26,5,9,1
4/21/21,B00,5,46,0
4/21/21,A40,5,7,1
4/21/21,B12,5,19,0
4/21/21,B02,5,96,1
4/21/21,B00,5,16,1
4/21/21,B07,5,31,0
4/21/21,D30,5,33,1
4/21/21,C47,5,17,0
4/21/21,B10,5,56,1
4/21/21,A40,5,3,0
4/21/21,C20,5,77,0
4/21/21,A10,5,72,1
4/21/21,C20,5,4,1
4/21/21,A40,5,12,1
4/21/21,A46,5,69,0
4/21/21,D02,5,112,1
4/21/21,C45,5,37,0
4/21/21,C55,5,64,0
4/21/21,C41,5,29,1
4/21/21,D00,5,53,0
4/21/21,A10,5,40,1
4/21/21,D00,5,40,0
4/21/21,C20,5,36,0
4/21/21,C42,5,154,1
4/21/21,C25,5,12,0
4/22/21,C41,5,6,1
4/22/21,D00,5,40,0
4/22/21,D00,5,106,0
4/22/21,D00,5,59,0
4/22/21,A40,5,107,1
4/22/21,A10,5,32,1
4/22/21,D00,5,76,0
4/22/21,C20,5,48,1
4/22/21,C20,5,38,0
4/22/21,C20,5,82,0
4/22/21,C20,5,40,0
4/22/21,D00,5,48,0
4/22/21,C30,5,116,0
4/22/21,D00,5,15,1
4/22/21,C20,5,66,0
4/22/21,A10,5,65,1
4/22/21,C20,5,4,0
4/22/21,D00,5,73,0
4/22/21,A40,5,58,0
4/22/21,A40,5,44,0
4/22/21,C20,5,65,0
4/22/21,C20,5,20,1
4/22/21,D30,5,26,0
4/22/21,C20,5,30,0
4/22/21,D00,5,23,0
4/22/21,C20,5,16,0
4/22/21,C25,5,48,1
4/22/21,D00,5,45,1
4/23/21,C20,5,60,1
4/23/21,A40,5,13,1
4/23/21,A40,5,3,0
4/23/21,D00,5,23,1
4/23/21,D00,5,90,1
4/23/21,D00,5,71,1
4/23/21,B07,5,31,0
4/23/21,C20,5,150,0
4/23/21,A40,5,26,0
4/23/21,D00,5,7,1
4/23/21,C50,5,75,1
4/23/21,A40,5,33,1
4/23/21,A40,5,36,1
4/23/21,C41,5,35,0
4/23/21,B07,5,47,1
4/23/21,B00,5,35,0
4/23/21,C25,5,4,0
4/23/21,D00,5,42,1
4/23/21,D00,5,36,0
4/23/21,A40,5,1,1
4/24/21,A00,5,30,1
4/24/21,C44,5,73,0
4/24/21,D00,5,85,0
4/24/21,A40,5,128,1
4/24/21,A00,5,106,0
4/24/21,D00,5,86,0
4/24/21,C00,5,5,1
4/24/21,C21,5,1,1
4/24/21,D00,5,27,1
4/24/21,C20,5,100,0
4/24/21,B10,5,12,0
4/24/21,C41,5,60,0
4/24/21,C41,5,36,0
4/24/21,D06,5,38,0
4/24/21,A40,5,72,0
4/24/21,B02,5,17,0
4/24/21,C20,5,3,1
4/24/21,A00,5,23,0
4/24/21,C23,5,24,0
4/24/21,D00,5,18,0
4/24/21,A40,5,3,0
4/24/21,C41,5,56,0
4/24/21,A00,5,10,0
4/24/21,D00,5,21,1
4/24/21,B01,5,32,0
4/24/21,C24,5,21,0
4/24/21,D00,5,29,1
4/24/21,D00,5,55,1
4/24/21,C20,5,11,1
4/24/21,C20,5,39,1
4/24/21,D00,5,0,0
4/24/21,D00,5,57,0
4/24/21,C24,5,71,1
4/24/21,D02,5,26,0
4/24/21,C41,5,69,0
4/24/21,A40,5,150,0
4/24/21,C20,5,28,0
4/24/21,C20,5,152,0
4/24/21,C44,5,9,0
4/25/21,A40,5,112,0
4/26/21,D00,5,92,1
4/26/21,C20,5,3,1
4/20/21,A00,5,143,1
4/26/21,C26,5,52,1
4/26/21,C20,5,38,1
4/26/21,C20,5,60,1
4/26/21,C42,5,88,0
4/26/21,C44,5,35,0
4/26/21,B07,5,149,0
4/26/21,A40,5,52,1
4/26/21,B07,5,24,1
4/26/21,D00,5,101,1
4/26/21,A00,5,21,0
4/26/21,C20,5,153,0
4/26/21,A40,5,131,1
4/26/21,A46,5,61,1
4/26/21,D00,5,2,1
4/26/21,D00,5,34,1
4/26/21,D00,5,7,0
4/26/21,C20,5,29,1
4/26/21,C20,5,103,1
4/26/21,A40,5,176,1
4/26/21,C23,5,139,0
4/27/21,C00,5,12,0
4/27/21,C20,5,92,1
4/27/21,A00,5,44,1
4/27/21,C40,5,90,0
4/27/21,C00,5,84,1
4/27/21,A40,5,13,0
4/27/21,B01,5,116,0
4/27/21,A40,5,32,1
4/27/21,C00,5,81,1
4/27/21,A00,5,40,0
4/27/21,C20,5,61,1
4/27/21,C26,5,22,1
4/27/21,C44,5,3,1
4/27/21,A04,5,51,1
4/27/21,C50,5,47,0
4/27/21,C20,5,136,1
4/27/21,B01,5,46,0
4/27/21,C20,5,32,0
4/27/21,C20,5,28,0
4/27/21,A40,5,41,0
4/27/21,A00,5,24,0
4/27/21,C20,5,56,0
4/27/21,C25,5,70,0
4/27/21,C20,5,82,0
4/28/21,D00,5,26,1
4/28/21,A04,5,26,0
4/28/21,C20,5,40,0
4/28/21,B00,5,54,0
4/28/21,A40,5,148,0
4/28/21,C41,5,4,1
4/28/21,B07,5,5,1
4/28/21,C20,5,20,1
4/28/21,B00,5,31,1
4/28/21,D00,5,105,1
4/28/21,C20,5,36,1
4/28/21,C20,5,88,0
4/28/21,A00,5,16,1
4/28/21,C25,5,56,1
4/28/21,C20,5,38,0
4/28/21,A40,5,20,1
4/28/21,B01,5,93,0
4/28/21,C26,5,77,1
4/28/21,A20,5,67,0
4/28/21,B20,5,39,0
4/29/21,A00,5,57,1
4/29/21,B07,5,22,1
4/29/21,A04,5,61,1
4/29/21,A04,5,35,1
4/29/21,C20,5,120,1
4/29/21,D00,5,135,0
4/29/21,B07,5,65,1
4/29/21,C20,5,25,1
4/29/21,B10,5,9,0
4/29/21,A10,5,109,1
4/29/21,A40,5,40,0
4/29/21,C20,5,88,1
4/29/21,A40,5,58,0
4/29/21,D00,5,40,0
4/29/21,C20,5,62,1
4/29/21,C20,5,27,1
4/29/21,C20,5,48,0
4/29/21,B01,5,56,1
4/30/21,C57,5,103,0
4/30/21,C20,5,36,1
4/30/21,C42,5,8,0
4/30/21,D00,5,100,0
4/30/21,A40,5,42,0
4/30/21,D00,5,28,1
4/30/21,D00,5,23,1
4/30/21,C20,5,5,0
4/30/21,B07,5,51,0
4/30/21,C20,5,47,1
4/30/21,C23,5,40,0
4/30/21,B23,5,36,0
4/30/21,C20,5,28,1
4/30/21,C47,5,45,0
4/30/21,C20,5,4,0
4/30/21,D00,5,41,0
4/30/21,D00,5,39,0
4/30/21,C26,5,45,1
4/30/21,C21,5,79,1
5/1/21,C00,5,116,1
5/1/21,C42,5,39,0
5/1/21,C26,5,36,1
5/1/21,D00,5,89,0
5/1/21,A41,5,55,1
5/1/21,A00,5,39,0
5/1/21,C41,5,4,1
5/1/21,C41,5,5,1
5/1/21,D00,5,110,0
5/1/21,C30,5,8,0
5/1/21,A41,5,24,0
5/1/21,D00,5,107,1
5/1/21,A04,5,62,0
5/1/21,C42,5,94,0
5/1/21,D00,5,17,0
5/1/21,A40,5,22,1
5/1/21,C23,5,160,0
5/1/21,D00,5,22,1
5/1/21,B06,5,29,1
5/1/21,C01,5,108,1
5/1/21,A00,5,36,1
5/1/21,C26,5,48,1
5/1/21,C42,5,10,0
5/1/21,A00,5,63,1
5/1/21,C20,5,9,0
5/1/21,C20,5,6,0
5/1/21,C41,5,30,0
5/1/21,C20,5,26,0
5/1/21,C23,5,56,1
5/1/21,D02,5,69,1
5/1/21,A45,5,87,0
5/1/21,B13,5,146,1
5/1/21,C25,5,30,0
